Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Nölscher, A.C., Williams, J., Sinha, V., Custer, T., Song, W., Johnson, A.M., Axinte, R., Bozem, H., Fischer, H., Pouvesle, N., Phillips, G., Crowley, J.N., Rantala, P., Rinne, J., Kulmala, M., Gonzales, D., Valverde-Canossa, J., Vogel, A., Hoffmann, T., Ouwersloot, H.G., Vilà-Guerau De Arellano, J., Lelieveld, J.","41661879600; 57202110733; 22136950500; 7005265354; 55042232800; 57204076051; 41661039400; 16444265000; 57213653167; 6505895068; 35265076000; 55584815600; 17435816200; 7102915729; 35461255500; 55362760500; 8605657900; 55886060400; 41561458500; 36182467000; 8686475900; 7005219614","Summertime total OH reactivity measurements from boreal forest during HUMPPA-COPEC 2010",2012,"Atmospheric Chemistry and Physics",12,"17",,8257,8270,,88,10.5194/acp-12-8257-2012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866518251&partnerID=40&md5=ac05d7c88a12e809be355cd332b05780",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84866518251
"Just, E.H., Stevens, S.S., Spinola, R.M., Serfass, T.L.","57213288469; 8562568300; 24069349600; 35612478800","Detecting river otter Lontra canadensis latrines near bridges: Does habitat and season influence survey success?",2012,"Wildlife Biology",18,"3",,264,271,,4,10.2981/11-042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868130372&partnerID=40&md5=3d5ef8bacd71bda29af548a7dbdcb97e",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84868130372
"Soto, E., Illanes, O., Hilchie, D., Morales, J.A., Sunyakumthorn, P., Hawke, J.P., Goodwin, A.E., Riggs, A., Yanong, R.P., Pouder, D.B., Francis-Floyd, R., Arauz, M., Bogdanovic, L., Castillo-Alcala, F.","16402956400; 6603753001; 16068443300; 35501631300; 6507044357; 7003491273; 7102795909; 7102746553; 6603490147; 9338118900; 6603746425; 55248006500; 35222937600; 16238257400","Molecular and immunohistochemical diagnosis of Francisella noatunensis subsp. orientalis from formalin-fixed, paraffin-embedded tissues",2012,"Journal of Veterinary Diagnostic Investigation",24,"5",,840,845,,16,10.1177/1040638712452108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865223820&partnerID=40&md5=d88ea8a48702fba71e8781f49729a05b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84865223820
"Kanzaki, N., Giblin-Davis, R.M., Scheffrahn, R.H., Taki, H., Esquivel, A., Davies, K.A., Herre, E.A.","14021703600; 7004315616; 7004063805; 7005903468; 7003959798; 7402536299; 7003730995","Reverse Taxonomy for Elucidating Diversity of Insect-Associated Nematodes: A Case Study with Termites",2012,"PLoS ONE",7,"8", e43865,,,,30,10.1371/journal.pone.0043865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865452680&partnerID=40&md5=6f6451afd010c887b7d5f3b91c6523dc",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84865452680
"Murillo, J.H., Rodríguez, S., Rojas, J.F., Báez, A.","36129447700; 7202804945; 7101762588; 56248508600","Relations between bulk precipitation, PM 10 composition and Meteorological conditions in the metropolitan area of Costa Rica",2012,"Open Atmospheric Science Journal",6,"1",,19,32,,1,10.2174/1874282301206010019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865053731&partnerID=40&md5=9d2e2bec52032d88f7b007384f737321",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84865053731
"Grillá, M.-J., Blasco, J.M., Gorvel, J.P., Moriyán, I., Moreno, E.","57188637123; 7102318831; 7005675644; 49461679300; 7202827718","What have we learned from brucellosis in the mouse model?",2012,"Veterinary Research",43,"1", 29,,,,150,10.1186/1297-9716-43-29,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864780098&partnerID=40&md5=a1ae020641beba103d4871c9c4921be3",Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84864780098
"Mena-Marín, A.L., Zeledón, R., Morales, J.A., Pereira, M., Urbina, A.","55566335600; 7006195820; 35501631300; 55566715100; 7003893968","Sex influence on the susceptibility of Swiss mice to Trypanosoma cruzi | Influencia del sexo en la susceptibilidad de ratones Swiss a Trypanosoma cruzi",2012,"Boletin de Malariologia y Salud Ambiental",52,"2",,233,244,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84872727586&partnerID=40&md5=b12d5470baaf4030655aadb72f7c6529",Article,Final,"",Scopus,2-s2.0-84872727586
"van Wendel de Joode, B., Barraza, D., Ruepert, C., Mora, A.M., Córdoba, L., Öberg, M., Wesseling, C., Mergler, D., Lindh, C.H.","6603216631; 37007278900; 6603401592; 51764101500; 24176562400; 7003468621; 7004008573; 56266004200; 35550365200","Indigenous children living nearby plantations with chlorpyrifos-treated bags have elevated 3,5,6-trichloro-2-pyridinol (TCPy) urinary concentrations",2012,"Environmental Research",117,"",,17,26,,21,10.1016/j.envres.2012.04.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864917076&partnerID=40&md5=98d7cf5cb0afd606b6b2609e54c088f1",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84864917076
"Ramoni-Perazzi, P., Muñoz-Romo, M., Chaves, L.F., Kunz, T.H.","6507488906; 15035915400; 57367814400; 7005472327","Range prediction for the Giant Fruit-Eating Bat, Artibeus amplus (Phyllostomidae: Stenodermatinae) in South America",2012,"Studies on Neotropical Fauna and Environment",47,"2",,87,103,,5,10.1080/01650521.2012.679485,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864633247&partnerID=40&md5=c668e0bd44918cf2a206c3d26d2f15c7",Article,Final,"",Scopus,2-s2.0-84864633247
"Saavedra-Arias, J.J., Rao, C.V., Shojan, J., Manivannan, A., Torres, L., Ishikawa, Y., Katiyar, R.S.","23390695500; 36457882700; 55197259500; 7007060258; 55197313000; 7403118900; 35468188700","A combined first-principles computational/experimental study on LiNi 0.66Co 0.17Mn 0.17O 2 as a potential layered cathode material",2012,"Journal of Power Sources",211,"",,12,18,,27,10.1016/j.jpowsour.2012.02.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860220821&partnerID=40&md5=7b4f35edd5fc2c15e7ae138854524d94",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84860220821
"Villalobos-Céspedes, D., Galdeano-Gómez, E., Tolón-Becerra, A.","36183021700; 6505980741; 36183119700","International demand for nature-based tourism in Costa Rica: Socio-demographic and travel indicators",2012,"Tourismos",7,"1",,269,287,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863881722&partnerID=40&md5=1ba81190555c662eabb600ee7dff7238",Article,Final,"",Scopus,2-s2.0-84863881722
"Coggon, D., Ntani, G., Palmer, K.T., Felli, V.E., Harari, R., Barrero, L.H., Felknor, S.A., Gimeno, D., Cattrell, A., Serra, C., Bonzini, M., Solidaki, E., Merisalu, E., Habib, R.R., Sadeghian, F., Kadir, M., Warnakulasuriya, S.S.P., Matsudaira, K., Nyantumbu, B., Sim, M.R., Harcombe, H., Cox, K., Marziale, M.H., Sarquis, L.M., Harari, F., Freire, R., Harari, N., Monroy, M.V., Quintana, L.A., Rojas, M., Salazar Vega, E.J., Harris, E.C., Vargas-Prada, S., Martinez, J.M., Delclos, G., Benavides, F.G., Carugno, M., Ferrario, M.M., Pesatori, A.C., Chatzi, L., Bitsios, P., Kogevinas, M., Oha, K., Sirk, T., Sadeghian, A., Peiris-John, R.J., Sathiakumar, N., Wickremasinghe, A.R., Yoshimura, N., Kielkowski, D., Kelsall, H.L., Hoe, V.C.W., Urquhart, D.M., Derett, S., McBride, D., Gray, A.","7102243403; 37120891500; 7202292837; 6602407629; 55833419100; 57208560675; 6602739674; 6603820470; 54392438000; 7102418022; 6507266327; 25926061000; 23012922400; 12795442800; 55538549800; 6701706355; 55255270400; 8619106500; 6504560581; 7101658396; 35102026800; 57197104800; 7003768451; 6507330713; 6503883186; 7004855528; 55308714100; 55190119400; 7003530422; 36752694400; 55308093700; 56654753100; 24282264500; 7404312751; 6701411967; 7007034590; 26423464000; 57217784032; 7003638542; 9733090600; 6603306350; 7005967420; 55307446000; 55308880000; 55372906400; 8556257900; 6701863705; 6701720911; 57203055340; 20334849200; 6603231802; 23388864200; 11940346600; 55308093600; 7102290721; 34770215200","The cupid (cultural and psychosocial influences on disability) study: Methods of data collection and characteristics of study sample",2012,"PLoS ONE",7,"7", e39820,,,,53,10.1371/journal.pone.0039820,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863651543&partnerID=40&md5=797642db2dbd911982c22e97bbf60069",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84863651543
"Avard, G., Whittington, A.G.","36494033000; 35410789300","Rheology of arc dacite lavas: Experimental determination at low strain rates",2012,"Bulletin of Volcanology",74,"5",,1039,1056,,35,10.1007/s00445-012-0584-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862593259&partnerID=40&md5=f61f77e7cd916f8fd3e371f41ef60a3e",Article,Final,"",Scopus,2-s2.0-84862593259
"Chaves, L.F., Satake, A., Hashizume, M., Minakawa, N.","57367814400; 55627196600; 7102046632; 7005734964","Indian ocean dipole and rainfall drive a moran effect in east Africa malaria transmission",2012,"Journal of Infectious Diseases",205,"12",,1885,1891,,35,10.1093/infdis/jis289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861557239&partnerID=40&md5=52dd2188652d407238f1259f24dd4357",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84861557239
"Rodríguez-Matamoros, J., Villalobos-Brenes, F., Gutiérrez-Espeleta, G.A.","35792440600; 18041001400; 6602639284","Population viability of Alouatta palliata (Primates: Atelidae) and Cebus capucinus (primates: Cebidae) at Refugio de Vida Silvestre Privado Nogal, Sarapiquí, Heredia, Costa Rica | Viabilidad poblacional de Alouatta palliata (Primates: Atelidae) y Cebus capucinus (Primates: Cebidae) en el Refugio de Vida Silvestre Privado Nogal, Sarapiquí, Heredia, Costa Rica",2012,"Revista de Biologia Tropical",60,"2",,809,832,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866619645&partnerID=40&md5=b4b89c47694f197f1a92fc2d23aa5c40",Article,Final,"",Scopus,2-s2.0-84866619645
"Niehaus, C., Valerio, I., Blanco, K., Chinchilla, M.","57604547400; 14044349600; 57193401453; 7003774874","Parasitic infections of coyote, Canis latrans (Carnivora: Canidae) in a Costa Rican National park and a surrounding agricultural area | Infecciones parasitarias del coyote, Canis latrans (Carnivora: Canidae) en un Parque Nacional y una zona agrícola en Costa Rica",2012,"Revista de Biologia Tropical",60,"2",,799,808,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866613579&partnerID=40&md5=ad4c6468d69c82ce549a0fe09f4de0ef",Article,Final,"",Scopus,2-s2.0-84866613579
"Esquivel, A., Abolafia, J., Hanson, P., Pinto, A.","7003959798; 6602818174; 7202060620; 55734348340","A new species of nematode, sclerorhabditis neotropicalis sp.n. (rhabditida), associated with azteca ants in cecropia obtusifolia",2012,"Nematropica",42,"1",,163,169,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866259914&partnerID=40&md5=cb14046c947d08de06d1242376921775",Article,Final,"",Scopus,2-s2.0-84866259914
"Valverde, R.A., Orrego, C.M., Tordoir, M.T., Gómez, F.M., Solís, D.S., Hernández, R.A., Gómez, G.B., Brenes, L.S., Baltodano, J.P., Fonseca, L.G., Spotila, J.R.","7004158943; 22035716000; 36609493000; 36608065400; 55346644900; 36941702800; 22034463200; 55346103800; 55346667000; 28067727400; 7006458939","Olive ridley mass nesting ecology and egg harvest at ostional beach, Costa Rica",2012,"Chelonian Conservation and Biology",11,"1",,1,11,,32,10.2744/CCB-0959.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865465640&partnerID=40&md5=14f8ed2171e6332ce2db4f053bc006a7",Article,Final,"",Scopus,2-s2.0-84865465640
"Alfaro-Montoya, J., Hernández, L.","7007070673; 55185743100","The histological structure of the androgenic gland and cellular cord of the male reproductive system of adult litopenaeus and rimapenaeus byrdi",2012,"Journal of Crustacean Biology",32,"3",,351,357,,9,10.1163/193724012X626511,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862877243&partnerID=40&md5=801db709f33f16f3c9fd41506dc69b3b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84862877243
"Feng, L., Newman, A.V., Protti, M., Gonzlez, V., Jiang, Y., Dixon, T.H.","34979853900; 7201587517; 7006160987; 55263248000; 55733618200; 7101998527","Active deformation near the Nicoya Peninsula, northwestern Costa Rica, between 1996 and 2010: Interseismic megathrust coupling",2012,"Journal of Geophysical Research: Solid Earth",117,"6", B06407,,,,64,10.1029/2012JB009230,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862874967&partnerID=40&md5=464e55f24912a8b3284a8815df39bef4",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84862874967
"Torres, F.M., Pfennig, S., De Jesús Arias Andrés, M., Márquez-Couturier, G., Sevilla, A., Maurizio Protti, Q.C.","55368985600; 55206199900; 55206013300; 35503689100; 6602619551; 7006160989","Acute toxicity and cholinesterase inhibition of the nematicide ethoprophos in larvae of gar Atractosteus tropicus (Semionotiformes: Lepisosteidae)",2012,"Revista de Biologia Tropical",60,"1",,361,368,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860577318&partnerID=40&md5=abe1f29c6d718e464b0f6d56b17df461",Article,Final,"",Scopus,2-s2.0-84860577318
"Alonso-Alanusa, L., Galina-Hidalgo, C., Romero-Zúñiga, J.J., Estrada-König, S., Galindo-Badilla, J.","55198949900; 56000744500; 35362709300; 7003795646; 53869019100","Usefulness of Rectal Palpation and Transrectal Ultrasonography in the Diagnosis of Gestation of the Zebu Cattle in the Humid Tropical in Costa Rica | Utilidad de la palpación rectal y la ecografía transrectal en el diagnóstico de gestación del ganado cebú en el trópico húmedo de Costa Rica",2012,"Revista Cientifica de la Facultad de Ciencias Veterinarias de la Universidad del Zulia",22,"1",,9,16,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860254317&partnerID=40&md5=bd882cc3a946b52c074ff225aa994288",Article,Final,"",Scopus,2-s2.0-84860254317
"Gascon, M., Kromhout, H., Heederik, D., Eduard, W., Van Wendel De Joode, B.","36760639100; 55124612300; 7006663815; 7003704645; 6603216631","Respiratory, allergy and eye problems in bagasse-exposed sugar cane workers in Costa Rica",2012,"Occupational and Environmental Medicine",69,"5",,331,338,,13,10.1136/oemed-2011-100029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859847449&partnerID=40&md5=0ee7ca1a043e7a2de763dc33feaa4c23",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84859847449
"Breed, M.F., Gardner, M.G., Ottewell, K.M., Navarro, C.M., Lowe, A.J.","57203178049; 7401637088; 57219286963; 7102466879; 7202837029","Shifts in reproductive assurance strategies and inbreeding costs associated with habitat fragmentation in Central American mahogany",2012,"Ecology Letters",15,"5",,444,452,,45,10.1111/j.1461-0248.2012.01752.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859430529&partnerID=40&md5=8408a37ade0cbbdd7c4fba12bb2c67fa",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84859430529
"Moya, R., Fallas, R.S., Bonilla, P.J., Tenorio, C.","23566854600; 56034562100; 57195715236; 36129015000","Relationship between wood color parameters measured by the CIELab system and extractive and phenol content in Acacia mangium and Vochysia guatemalensis from fast-growth plantations",2012,"Molecules",17,"4",,3639,3652,,41,10.3390/molecules17043639,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860231709&partnerID=40&md5=e9dd323f6afc7d28f173376f8c653893",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84860231709
"Jiang, Y., Wdowinski, S., Dixon, T.H., Hackl, M., Protti, M., Gonzalez, V.","55733618200; 6603735766; 7101998527; 35573192300; 7006160987; 35451298400","Slow slip events in Costa Rica detected by continuous GPS observations, 2002-2011",2012,"Geochemistry, Geophysics, Geosystems",13,"1", Q04006,,,,71,10.1029/2012GC004058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860231217&partnerID=40&md5=036a57e1d60ca8180b271863299361ca",Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84860231217
"Figueroa, R.A.R., Cádiz, R., Figueroa, R., Corales, E.S., Murúa, R.","7005961030; 56407119000; 55665627100; 55956421600; 6602778264","Abundance, habitat and body measurements of the rare Long-clawed Mouse (Pearsonomys annectens) in the coastal temperate rainforest of southern Chile",2012,"Studies on Neotropical Fauna and Environment",47,"1",,1,10,,2,10.1080/01650521.2011.652829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859637201&partnerID=40&md5=92cced513458ddf29b1fc17bde66ca48",Article,Final,"",Scopus,2-s2.0-84859637201
"Peraza, S., Wesseling, C., Aragon, A., Leiva, R., García-Trabanino, R.A., Torres, C., Jakobsson, K., Elinder, C.G., Hogstedt, C.","54926963200; 7004008573; 57206174933; 18340518000; 8072959700; 56817797100; 7004441710; 7007001218; 7006160014","Decreased kidney function among agricultural workers in El Salvador",2012,"American Journal of Kidney Diseases",59,"4",,531,540,,183,10.1053/j.ajkd.2011.11.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84858973331&partnerID=40&md5=639b23c227b60d03999762f44bedad0c",Article,Final,"",Scopus,2-s2.0-84858973331
"Calderón, R.A., Ureña, S., van Veen, J.W.","7007086348; 55120907000; 57218926101","Reproduction of Varroa destructor and offspring mortality in worker and drone brood cells of Africanized honey bees",2012,"Experimental and Applied Acarology",56,"4",,297,307,,8,10.1007/s10493-012-9518-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84858710572&partnerID=40&md5=ff273461a0591988dd1b32a2c4ba4aaf",Article,Final,"",Scopus,2-s2.0-84858710572
"Herrera Murillo, J., Campos Ramos, A., Ángeles García, F., Blanco Jiménez, S., Cárdenas, B., Mizohata, A.","36129447700; 14518861600; 54906155000; 22957247600; 8900058300; 6602517262","Chemical composition of PM 2.5 particles in Salamanca, Guanajuato Mexico: Source apportionment with receptor models",2012,"Atmospheric Research",107,"",,31,41,,48,10.1016/j.atmosres.2011.12.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84857058503&partnerID=40&md5=6170e96bce97557c6824a4b8c51e47ef",Article,Final,"",Scopus,2-s2.0-84857058503
